@RELATION tweetSentiment.dev.csv

@ATTRIBUTE Text string 

@ATTRIBUTE CLASS {neutral,positive,negative}
@DATA
'@apple iOS 5 upgrade done ...... Much better feature..... Few more feature required"',positive
'On Google+ then go here http://t.co/AwDFxDcI #GPlus #Googleplus #Google #teamfollowback #socialnetwork"',neutral
'RT @Sour_D_Reyyy: @obsexxed69 got one of the dopest blogs on #Twitter and #Tumblr...#RealTalk"',neutral
'#Microsoft took 6 months to recruit Everson and 9 months to lose her to #Faceboook via Adweek http://t.co/l5mTm6Ig"',negative
'Why is everyone hating on #Android #IceCreamSandwich? #ICS #everyoneisacritic #os #google"',neutral
'People aren�t the same as they wanna be perceived on #twitter...Please believe I�m that crazy bitch at work who slaps everyones ass in line"',neutral
'Can an algorithm be wrong? #Twitter Trends, the specter of #censorship, and our faith in the algorithms around us http://t.co/3NxZT7hd"',neutral
'engineers #google Manny Marroquin #MannyMarroquin"',neutral
'Sleep. Finally. #Twitter"',neutral
'#Google #Nexus press conference http://t.co/2WV01o5v #slick"',positive
'Just wonder how much time it will take throw an update of #android ICS on Nexus S !!! Please #google make it quick this time"',neutral
'Why doesn�t the Genius have songs for Watch the Throne yet? HUH? @APPLE ?????"',neutral
'#Microsoft�s Steve Ballmer attacks #Android phones - #Telegraph http://t.co/EvkkeA8l via @Telegraph"',neutral
'@BADDchikkENT See What I Mean #Twitter o_O"',neutral
'@kaiylw0lf So #Tumblr is way more addictive than #Twitter... but i still love both of them. and they can coincide with each other! #bromance"',neutral
'Gonna Crash Out Pretty Tired, Night #Twitter&lt;3"',neutral
'@madtruckman �Modern Day Autograph"", I like the way you put that. #twitter"',neutral
'I need 2 unfollow some of these wannabe G�s! RT @SteveGr8ofTeeZ: RT @The_Kase Do real thugs have #twitter? #confusedbymytimeline  //Hell no."',neutral
'@rogerweir no but I have the option of a  replacement iPhone 4s ?',negative
'Thanks Android for admitting you�re ugly. New font is a good start! #ics #google"',positive
'watching a ""new"" interview with @L1LD3BB13 giving props to #twitter glad to see her out on her own doing her own thang;"',neutral
'Everybody a somebody on #twitter!!!!!! FAKE ASSES"',neutral
'Night #twitter lord please let that girl get some sleep"',neutral
'RT @BucBoyy: - Ima Addicted To #Twitter."',neutral
'#Microsoft #Cloud Microsoft offers students free access to its technologies to improve employability: Dubbe... http://t.co/rGBHHUQP #TCN"',positive
'RT @RoycinD: FINALLY ! Power + Volume = Screenshot. No more rooting required! #Google #ICS #galaxynexus"',positive
'@_ahooten23 welcomee to #twitter"',neutral
'these #chickz on #twitter stay with they #mommy"',neutral
'Thx @instagram Thx @apple #hypo #D-76 #tri-x http://t.co/D7EeJHBT"',positive
'RT @RedDeerSteph: @Joelplane @apple I hear you! I�ve had trouble with my 3 & now 4. I�ve even turned down brightness. #andshuttingdownru ..."',negative
'Thanks for the #follow don�t forget to add us to your #Twitter list"',neutral
'FreeSoftwareFoundation publicly warns of danger of implementing #Microsoft #Restrictedboot w/o #UEFI http://t.co/NASQbmaT #anonymous #USDOR"',neutral
'Correction: @ Best Buy kudos to Chris @ Alamo Ranch S.A. TX-fixed issues couldn�t resolve after 1/2 day w/ @ATT & @Apple. Hero of my day!"',negative
'i just realized... if i have a ridiculously long name in #twitter, no one could reply to me. *hmm* the possibilities."',neutral
'Thank you @apple. My new gf(iphone4s) is great!  She does everything!"',positive
'RT @BrightSideNews: @Google and @Samsung Announce the #Galaxy #Nexus http://t.co/dZHvFxVh #Android #ICS #Icecreamsandwich #Google #Samsung"',neutral
'Why is #Google advertising Adwords Express on #Bing? Hmmm, I know Ballmer is happy :-D. #Google, your already a monopoly."',negative
'New Galaxy Nexus: App Improvements -  New visual voicemail within the phone app #nexus #samsung #google #android bit.ly/nEJbyE"',neutral
'But fb still sucks &amp; #twitter beats it anyday!"',positive
'#google #IceCreamSandwich #Samsung #Updates #Android | ',neutral
'Comparing the @apple & @BlackBerry apps/interfaces, can anyone imagine how @BlackBerry could have done worse? #sadreally"',neutral
'I will never purchase another @Apple product for the rest of my life. I am glad Steve Jobs is fucking dead. MAY YOU FUCKING ROT IN HELL!!!!!"',negative
'Apparently fuzzball crashes on #iOS5. Congratulations @apple on another incompatible upgrade"',negative
'Raza Abbas NumeroUno :: (RazaNumeroUno) : thanks for #following me on #Twitter! Happy Tweeting !!!"',neutral
'Well I�m kinda really #bored right now.... time to waste some time reading #quotes on #twitter"',neutral
'WHY DFF IS #TWITTER STILL LAGGIN ON SHOWIN WHO RETWEETS UR SHITT"',negative
'Stay hungry, stay foolish. Steve Jobs, founder @Apple #WinningWithEL"',neutral
'I just installed Twidroyd for #Twitter on my #Android Phone - It�s #Free and you can mute users :) http://t.co/kIHs1HRm"',neutral
'#Google To Begin Encrypting Searches & Outbound Clicks By Default With SSL Search http://t.co/bf5zVm0U @searchengineland"',neutral
'http://t.co/PUJYV9c0 With friends like #Billgates and #steveballmet at #microsoft, who needs enemies ;-)"',negative
'Boy, could @apple make it any harder to put my purchased music from the cloud on to my new macbook pro? ""You must authorize this computer…"""',negative
'@Apple downloads of iOS 5 are proving popular with users  -- http://t.co/NSHLfiUX"',positive
'#Nokia co-operation with #Microsoft listed as the 4th riskiest business move of the year: http://t.co/IYo86gVj"',negative
'RT @guardiantech: #Microsoft Kinect brings �playful learning� to the Xbox 360 http://t.co/ys79quRD #Gaming"',neutral
'@Bravo u should have a cast of  Latina #housewives  WE have some pretty  successful Latina Women in this world #GOOGLE them.."',neutral
'I want the new #google #galaxynexus. Android 4.0 is going to be the fucks"',positive
'SpeechTrans http://t.co/TW3SzX61 on @Apple App store listed as the #best bi-directional #Speech To Speech #Translator --- Posts on Twitter"',neutral
'#ihateitwhen i think of a cool twit,by da tym i grab da fone & load #twitter i would have forgotten it!!! #dumbass"',neutral
'U pick Camera&Iphone4s orCamera&Ipad2?????????????? @apple"',neutral
'S/O to @apple for replacing my phone for free"',positive
'#stage #Toulouse #Microsoft #net #SuperBoîte #Win8 #geeks = http://t.co/7UHSLQII (Please RT ;)"',neutral
'Best night inna while :) #newbestfriends wish you kids had #Twitter #amaturehour"',neutral
'RT @edatpost: .@Apple fan Eric Holder spotted at the Genius Store http://t.co/FTLttLPn"',neutral
'Join #Microsoft Experts in 1 hr for a live technical chat on #WindowsPhone #Mango Live Tiles http://t.co/YPzLTs50 #wpdev #wp7 #msteched"',neutral
'Hm... Can�t decide if I should like it or not... #Microsoft #OmniTouch  http://t.co/k074N0z2"',neutral
'#google Unwrapping Ice Cream Sandwich on the Galaxy Nexus http://t.co/YLRL4lZy"',neutral
'RT @x_JustLucky_x: I don�t know why I even bother checking FB anymore. I stare for two minutes and just log off lol #Twitter&gt;Fb"',neutral
'@Dropbox balked at acquisition by @Apple. My apps thank them. :)  http://t.co/VsYPl9Xu"',neutral
'@grumbledook still poor central management from Apple then? #microsoft"',neutral
'@apple the iPhone 4s is great #genius"',positive
'@zombiebomber have been on the phone with @verizonwireless and @apple pretty much ever since then. Really annoyed."',negative
'#Microsoft #Dynamics #NAV is a cesspit. Extreme consultingware. To be avoided..."',negative
'RT @Str8Talk123: Need to step my #twitter game! Where is #teamfollowback #miami #ff  @JAYSCANDRETH  @WhatupHOE1211"',neutral
'#iPhone 4S in Space http://t.co/jINNHVwz this is amazing #creative @apple your products inspire people to do unbelievable things"',positive
'RT @ItalianJoya: i better be able to see my RT�s tomorrow #twitter and tell that lil blue ass bird, and fat ass over capacity whale to!"',negative
'@Apple sells record 4M #iPhone4S phones in first 3 days!"',neutral
'Tool  to allow users to apply #DataQuality rules directly from MS Excel. Learn more @infamarketplace. http://t.co/jkZqrnO6 #Excel #Microsoft"',neutral
'@apple  why don�t you guys test your upgrades before you put them out. 15 1/2 hrs u guys wasted of my time yesterday. Thanks."',negative
'is it me or @blackberry is begging ppl not to go @apple #iphone http://t.co/X3gdBUyK"',neutral
'RT @meko2301: #Google #Android #ICS #IceCreamSandwich"',neutral
'Wowww | Can watching #Twitter trends help predict the future? http://t.co/2bRzlsGc via @zite"',neutral
'Panorama',neutral
'Microsoft Announces Interactive TV For Children’s Games & Story Books #Xbox #Microsoft #family #fb http://t.co/BOCzCmbg"',neutral
'RT @CNBC: The World�s 10 Most Tweeted Moments - Link to Story   http://t.co/iKZiM8i5  #Twitter"',neutral
'Is it just me or is #iOS5 faster for the iPad? @apple"',positive
'Samsung Galaxy Nexus Official, Launches Worldwide November - http://t.co/UX1CiB6A #galaxynexus #samsung #google #ics"',neutral
'~~~~&gt; RT @RealJaythoven #twitter and #Facebook gone get sumbody beat up mane everybody b so reckless"',neutral
'#Microsoft announces two new Xbox 360 holiday bundles http://t.co/GgLwTSlT"',neutral
'Hey @apple why is Siri not available for the Mac?"',neutral
'RT @kvox: Smart as hell. The Great Tech War Of 2012 (@fmanjoo / @FastCompany) http://t.co/XiJYUoHZ Fab Four: @apple @google @amazon @fac ..."',neutral
'Thank god Gmail app has been redesigned under Android 4.0. Conversations automatically expanded. #Google #Android #ICS"',positive
'NIGGAS B TALK REACLESS OVA #TWITTER LIKE I DNT GOT DAT TOOL N MI TRUCK #BASKETBALL OV COURSE"',neutral
'iScream u scream v all scream #android #IceCreamSandwich. A job well done by #google and a major game changer in the #mobile #OS space"',positive
'People that do this "" #This #Is #My #Twitter "" and pound everything. Needs to delete their Twitter."',neutral
'A Child’s-Eye View Of #Microsoft’s #Kinect For Kids: http://t.co/xW1ACTtj | #solutions #Kasper"',neutral
'Wow. Great deals on refurbed #iPad (first gen) models. RT: Apple offers great deals on refurbished 1st-gen iPads http://t.co/ukWOKBGd @Apple"',positive
'#Android #Google Device Frame Generator Updated For Galaxy Nexus - Your Screenshots Just Got Prettier http://t.co/9bWt2W6z #DhilipSiva"',positive
'@azee1v1 @apple @umber Proper consolidation, proper syncing, stop losing my PURCHASED items, checkboxes that do what you think they will do."',negative
'if u couldnt tweet from your phone a lot of people wouldnt be on #twitter -- #broke #fact"',neutral
'@Bla1ze I was referring to #Google & #Icecreamsandwich. It looks amazing. What imo android was missing. I ... http://t.co/rE4nLZgI"',positive
'#Microsoft�s Ballmer: We’re beating #Google in the #cloud http://t.co/XIq3v54f"',neutral
'#Microsoft builds a functioning ‘holodesk’ to interact with digital items http://t.co/otvmQxJ2"',neutral
'Sleep time. #twitter off"',neutral
'Microsoft CEO on not http://t.co/veCmSAHQ #Buying #Lucky #Microsoft"',neutral
'Hmmmm a lot of #Siri features don�t work in Canada. Location and directions? Seriously @apple come on!"',negative
'@apple Give Siri back!"',neutral
'Do people loved Steve? Check out this photo from @Apple store http://t.co/jIqBGghC"',neutral
'yo, @apple, this update is a disaster"',negative
'- #twitter please forgive my last slew of tweets I�m having a rough night , but I pray you�ll forgive me .#tosleepigo"',neutral
'will be at the London #Microsoft Partner Business Briefing tomorrow - see some of you there :)"',neutral
'Installing the Ice Cream Sandwich SDK #android #google"',neutral
'I just installed Twidroyd for #Twitter on my #Android Phone - It�s #Free and you can mute users :) http://t.co/JlrUWRf6"',neutral
'http://t.co/pUvXwjjc How do #CMM & #BBC get #massive #hits? Is #Google @ work? blogspot http://t.co/KPdXWPEB wp http://t.co/31g0geqy"',neutral
'Reading: Android 4.0 �Ice Cream Sandwich� Features Announced By Google (HuffPost- Oct.18) #google http://t.co/wmqNPcLV"',neutral
'Welcome to #twitter @jackpot15!!"',neutral
'need #facebook fans, #twitter followers and #youtube views by nvida2: i need… http://t.co/tK6IHH2B #freelance #job"',neutral
'Also @EricGreenspan, don�t forget @Apple stop closing the app store after each bloody purchase..."',negative
'Ok @iTunesMusic idk wth is up but after syncing my phone my album art is out of order! WTF @Apple!"',negative
'""#Win an @Apple iPod Touch from @Mommy_gaga, get the @Pampers Hello World Baby Memories App! http://t.co/DLLabuAK #PampersHelloApps"""',neutral
'@Apple will be rolling out iPhone 4S to more than 20 more countries by the end of the month."',neutral
'Microsoft releases developer preview of ""Project Roslyn"" compiler http://t.co/lpb9n510 #Microsoft #beta"',neutral
'So what #twitter needs is a ""save tweet"" text function. So I could ""st @xyz 5"" to save the 5th most recent msg on twitter site to read later"',neutral
'Just installed Windows 7 Ultimate Service Pack 1 with IE9. It looks like IE9 is trying to look like Chrome. #windows7 #ie9 #microsoft #ie8"',neutral
'Boaa noite #twitter *-*"',neutral
'#Android #Google Galaxy Nexus Press Release http://t.co/JKrzYGBO #DhilipSiva"',neutral
'«@BigBellyBigCuz RT @Free_Nuttball #fuckyoumean #Pittsburgh don�t got the best #twitter.»"',neutral
'New Galaxy Nexus: App Improvements - Gmail  offline search of last 30 days  #nexus #samsung #google #android bit.ly/nEJbyE"',positive
'Funny #BillGates #Aprons w/Google #1 ranked #LTCartoon “Got #Microsoft“? http://t.co/CStd8cPM #humor #foodie #microsoft"',neutral
'The new Samsung Galaxy nexus..',neutral
'Dear #twitter I have missed you. Promise i�ll keep in touch more often"',positive
'RT @SamsungMobileCA: Raise your hand if you now want an #Android4 #IceCreamSandwich powered #GALAXYNexus phone! #Google #Samsung"',positive
'#skype is ruining the friendship with your aggressive #microsoft type selling. If i need something i�ll ask. Thank you..."',negative
'#Microsoft chief admits lucky escape from buying Yahoo! http://t.co/xOqL8Wqh"',neutral
'RT @dalmaer: WebGL infinite bookcase UI http://t.co/bvu1qtkT #google"',neutral
'#Skype often crashing: #microsoft, what are you doing?"',negative
'My #twitter age is 285 days 8 hours 52 minutes 38 seconds. Find out yours at http://t.co/q5mvW7VF #twittertime"',neutral
